"conversationId","createdAt","id","inReplyToId","inReplyToUserId","inReplyToUsername","isConversationControlled","isPinned","isQuote","isReply","likeCount","quoteCount","replyCount","reply_to_user_results","retweetCount","retweeted_tweet","source","text","twitterUrl","url","viewCount"
"2049746233670111468","Thu Apr 30 07:02:39 +0000 2026","2049746233670111468",,,,"false","false","true","false","0","0","0",,"0",,"","Belajar gmn caranya beli motor listrik jd fasilitas mbg kh?","https://twitter.com/mocafluor/status/2049746233670111468","https://x.com/mocafluor/status/2049746233670111468","16"
"2049654702095421668","Thu Apr 30 00:58:56 +0000 2026","2049654702095421668",,,,"false","false",,"false","0","0","0",,"0",,"","MBG LAGI
KANTOR BLM ADA
TAPI MENANG TENDER MOTOR LISTRIK 😡😱 https://t.co/SAcHmJ7ZNz","https://twitter.com/Boediantar4/status/2049654702095421668","https://x.com/Boediantar4/status/2049654702095421668","404"
"2049486925900533838","Wed Apr 29 22:10:53 +0000 2026","2049612410642915592","2049486925900533838",,,"false","false",,"true","0","0","0",,"0",,"","@kompascom Patriotik itu import Mobil ratusan ribu dari India
Patriotik itu beli motor listrik buat MBG puluhan juta padahal motor cina
Patriotik itu...","https://twitter.com/herman1702/status/2049612410642915592","https://x.com/herman1702/status/2049612410642915592","80"
"2049414298859155597","Wed Apr 29 16:55:34 +0000 2026","2049533059003982040","2049528050283614456",,,"false","false",,"true","0","0","0",,"0",,"","@OG_Whip @ryenyuku @svnwcloudie @iPopBase Program MBG maksudmu? Yg pake ada proyek pengadaan kaos kaki, motor listrik merk goib itu? Atau pengadaan anggaran absensi itu jg?","https://twitter.com/Christark___/status/2049533059003982040","https://x.com/Christark___/status/2049533059003982040","55"
"2049516776745308644","Wed Apr 29 15:50:52 +0000 2026","2049516776745308644",,,,"false","false","true","false","0","0","0",,"0",,"","disaat ada yg lebih urgent harus dibenahi dan ditingkatin

disisi lain ada si botak yg tersenyum…  motor listrik, kaos kaki, dapur MBG di kampus, langganan zoom 5,7 MILIAR maknyosss uang rakyat sedapnyaaa korupsi lagi🤤🤤 kerja capek desek2an di krl bayar pajak buat MBG🤤 https://t.co/6GYCsMVoYY","https://twitter.com/rrnebae/status/2049516776745308644","https://x.com/rrnebae/status/2049516776745308644","287"
"2049473787989536868","Wed Apr 29 15:08:07 +0000 2026","2049506017902571686","2049473787989536868",,,"false","false",,"true","0","0","0",,"0",,"","@tempodotco Kalo berhasil hanya penghianat nakutin itu tapi pak judul nya MBG 1T sehari yang gemuk-gemuk dan naik badannya kepala BGN sama kepala SPPG nya ampe joget² ga jelas, belum lagi MBG belinya motor listrik untuk seporsi menu MBG nya 8-10 ribu,  belum lagi BPOM ga bisa cek dll nya","https://twitter.com/nawhi29/status/2049506017902571686","https://x.com/nawhi29/status/2049506017902571686","860"
"2049413205219528939","Wed Apr 29 14:34:42 +0000 2026","2049497610684358714","2049413205219528939",,,"false","false",,"true","0","0","0",,"0",,"","@zalkad @Metro_TV Apa pengalihan isu motor listrik mbg dan kaos kaki mbg pengadaan motor listrik dan mobil dari India yang lagi jadi sonotan tiba-tiba Indonesia gelap viral","https://twitter.com/Vikry72350632/status/2049497610684358714","https://x.com/Vikry72350632/status/2049497610684358714","121"
"2049473787989536868","Wed Apr 29 14:30:18 +0000 2026","2049496501538451555","2049473787989536868",,,"false","false",,"true","0","0","0",,"0",,"","@tempodotco Ini org siapa yg bisikin sih?
Nyiyir mulu. MBG program bagus iya benar. Rakyat jg mau MBG ini sukses.

Yg diprotes itu implementasinya wok!
Bocooorrr di lapangan, dipake hal2 gak guna ky motor listrik, sewa EO, software AI, dll.
Tidak adil karena smua kena efisiensi kecuali MBG!","https://twitter.com/KilatTerkini/status/2049496501538451555","https://x.com/KilatTerkini/status/2049496501538451555","126"
"2049489883862093891","Wed Apr 29 14:04:00 +0000 2026","2049489883862093891",,,,"false","false",,"false","0","0","0",,"0",,"","Pengadaan motor listrik oleh Badan Gizi Nasional (BGN) menjadi sorotan publik. Tercatat, sebanyak 21.801 unit telah direalisasikan dan diklaim akan menunjang mobilitas petugas di lapangan, terutama di wilayah terpencil dengan medan sulit. #supremasisipil #mbg #dadan #bgn https://t.co/mWaSSvSJiK","https://twitter.com/supremasisipil/status/2049489883862093891","https://x.com/supremasisipil/status/2049489883862093891","47"
"2049483999509409929","Wed Apr 29 13:40:37 +0000 2026","2049483999509409929",,,,"false","false","true","false","0","0","0",,"0",,"","Uang yg digelontorkan ke MBG sangat tdk berfungsi ke rakyat,lebih dinikmati para penyelenggra.apa fungsi dari pemberlan motor listrik,kaoskaki,semir sepatu dll.","https://twitter.com/Margaputra2907/status/2049483999509409929","https://x.com/Margaputra2907/status/2049483999509409929","15"
"2049413205219528939","Wed Apr 29 12:26:28 +0000 2026","2049465339101196442","2049413205219528939",,,"false","false",,"true","0","0","0",,"0",,"","@zalkad @Metro_TV Apakah secara psikologi beliau sakit ya? Kok kaya berhalusinasi ngomong dengan diri sendiri tanpa mau mendengarkan kritik yang jelas2 membangun, masa tutup mata dengan biaya kaos kaki, motor listrik, biaya sewa zoom dan pengadaan fasilitas digtal pndkung mbg yg boros mnt ammpun!","https://twitter.com/Agustinus_Arif/status/2049465339101196442","https://x.com/Agustinus_Arif/status/2049465339101196442","800"
"2049407182899470469","Wed Apr 29 11:04:10 +0000 2026","2049444627099328568","2049407182899470469",,,"false","false",,"true","0","0","0",,"0",,"","@CNNIndonesia Salahnya krn kurang tepat sasaran. Pemborosan APBN saat yg lain kena efesiensi. 
Yg jadi makanan MBG cuma bagian kecil aja, sisanya dimakan kroni2 Anda, buat dapur, motor listrik, EO, kaos kaki, sikat, semir, AI software, piring sendok, dll. Coba sidak tp jgn ketauan anak buah!","https://twitter.com/KilatTerkini/status/2049444627099328568","https://x.com/KilatTerkini/status/2049444627099328568","160"
"2049407182899470469","Wed Apr 29 10:38:14 +0000 2026","2049438101928608111","2049407182899470469",,,"false","false",,"true","0","0","0",,"0",,"","@CNNIndonesia Rakyat yang mana om @prabowo  😂😂😂😂 rakyat ga dibeliin motor listrik om ... ah anda mah susah memang bebal di omongin ... ini bukan masalah salah atau tidaknya Om ngasih MBG ..masalahnya sampai n tepat sasaran gak om ?? Sesuai gak yag diterima rakyat ?? Gitu aja gak ngudeng","https://twitter.com/riksayuda/status/2049438101928608111","https://x.com/riksayuda/status/2049438101928608111","57"
"2049407182899470469","Wed Apr 29 09:31:48 +0000 2026","2049421382522646642","2049407182899470469",,,"false","false",,"true","0","0","0",,"0",,"","@CNNIndonesia salahnya makanan lu banyak yg basi, masa dikasih lele hidup, dan udah bikin banyak soswa masuk UGD, itu MBG &amp;  kopdes ngapain pula impor motor listrik &amp; truk buatan luar puluhan ribu","https://twitter.com/Dejavuu33/status/2049421382522646642","https://x.com/Dejavuu33/status/2049421382522646642","202"
"2049407182899470469","Wed Apr 29 09:16:20 +0000 2026","2049417489898185146","2049407182899470469",,,"false","false",,"true","0","0","0",,"0",,"","@CNNIndonesia Serius, Pak @prabowo emang gak tau apa aja gebrakan boros berkedok MBG ini? Anggaran2 gak masuk akal kayak beli sepeda motor listrik, anggaran zoom, liburan masih ada MBG pas sekolah mereka libur, dan lainnya itu? Belum lagi ada menu2 yg gak bergizi.","https://twitter.com/sandirajo/status/2049417489898185146","https://x.com/sandirajo/status/2049417489898185146","557"
"2049384426858324257","Wed Apr 29 07:04:57 +0000 2026","2049384426858324257",,,,"false","false",,"false","25","0","2",,"6",,"","Beli motor listrik utk MBG ?
Tapi MBG tetap jalan sedangkan motor listrik msh tersimpan di gudang 
Negeri ini bnr2 aneh https://t.co/A95dCZUXsd","https://twitter.com/Ghurem2/status/2049384426858324257","https://x.com/Ghurem2/status/2049384426858324257","684"
"2049381677575926245","Wed Apr 29 06:54:02 +0000 2026","2049381677575926245",,,,"false","false","true","false","0","0","0",,"0",,"","Pemda DKI gratiskan 103 sekolah swasta dengan anggaran setara 21 persen dari anggaran MBG sehari atau setara 21 persen dari anggaran motor listrik BGN/SPPG.","https://twitter.com/rhmardika/status/2049381677575926245","https://x.com/rhmardika/status/2049381677575926245","70"
"2049347500981784844","Wed Apr 29 04:38:13 +0000 2026","2049347500981784844",,,,"false","false",,"false","0","0","0",,"0",,"","Pengadaan motor listrik utk proyek MBG persis seperti dulu proyek Mobnas pada masa orde baru. Diberi nama Timor,  tapi seluruhnya CBU dari pabrikan KIA dari Korea Selatan.","https://twitter.com/cnaipospos/status/2049347500981784844","https://x.com/cnaipospos/status/2049347500981784844","69"
"2049034646894379254","Wed Apr 29 04:14:35 +0000 2026","2049341550128484817","2049034646894379254",,,"false","false",,"true","0","0","0",,"0",,"","@KangManto123 @erickthohir MbG membutuhkan motor listrik dan kaos kaki 100 ribuan","https://twitter.com/raden_diky16695/status/2049341550128484817","https://x.com/raden_diky16695/status/2049341550128484817","29"
"2048975143217639474","Wed Apr 29 03:12:22 +0000 2026","2049325892393156711","2049324944006471778",,,"false","false",,"true","0","0","0",,"0",,"","@BANGSAygSUJUD @bbh_oldy @BahamasJefry @99propaganda @alwie191 @Ndons_Back @jametkunx @Kimberley_PS08 @Masdjodi1 @SBaigin @kiwalipitu @KiEdySularno Diatas dia msh ada ceo MBG,dia aman aman aja,bisa order kaos kaki,semir,motor listrik.
Lord Dadan 2029!","https://twitter.com/Krist888/status/2049325892393156711","https://x.com/Krist888/status/2049325892393156711","38"
"2048637218231869639","Tue Apr 28 18:06:42 +0000 2026","2049188574558626220","2048725223172968451",,,"false","false",,"true","0","0","0",,"0",,"","@Indra77Sahaja @_BangFu Ada. Dan itu pasti, karena ga ada kebijakan yang jelas ngerugiin kyk mbg dimana bahan baku dari provider (kalangan mereka) bukan rakyat/petani langsung, buang2 anggaran untuk dapur, mobil, seragam, kaos kaki, motor listrik yang gw yakin harga aslinya ga sampe 5 juta bahkan","https://twitter.com/creamsodabeam/status/2049188574558626220","https://x.com/creamsodabeam/status/2049188574558626220","49"
"2049015876775789004","Tue Apr 28 15:59:29 +0000 2026","2049156556848291865","2049015876775789004",,,"false","false",,"true","0","0","0",,"0",,"","@irajenar Si gendut paling nanya ""makanannya enak apa engga? MBG saya lebih enak, mau ga? Ntar dadan yg anterin pake motor listrik""","https://twitter.com/boeronan/status/2049156556848291865","https://x.com/boeronan/status/2049156556848291865","793"
"2049150030402248983","Tue Apr 28 15:48:32 +0000 2026","2049153803866567083","2049151431547191761",,,"false","false",,"true","0","0","0",,"0",,"","@Imhereforreply buat mbg: kaos, semir sepatu, sepatu, motor listrik, laptop, kasih semua

buat yg lain: ga ada duit 😭","https://twitter.com/akunhewan/status/2049153803866567083","https://x.com/akunhewan/status/2049153803866567083","44"
"2049065405453676782","Tue Apr 28 13:29:31 +0000 2026","2049118817033572812","2049065405453676782",,,"false","false",,"true","0","0","0",,"0",,"","@menuembegejelek MBG hari ini di Kabupaten Cirebon, kerjaan orang yg ngerengek Status PPPK dan Motor Listrik dari Pemerintah, udah paling bener tutup aja tuh Program.... https://t.co/DAO83tYgHY","https://twitter.com/JembusWedut13/status/2049118817033572812","https://x.com/JembusWedut13/status/2049118817033572812","31"
"2048925860456280388","Tue Apr 28 10:24:32 +0000 2026","2049072266370285624","2048925860456280388",,,"false","false",,"true","0","0","0",,"0",,"","@SETYAKI22965702 Sebenarnya klu @KPK_RI @KejaksaanRI @bpkri @PPATK mau mengusut proyek kopdes, mobil impor india utk operasional kopdes, mbg, motor listrik mbg itu bukan hal yg sulit,, masalahnya.. MEREKA TIDAK BERANI.. 🤭🤭 mungkin nanti setelah rezim ini selesai,, jgn terlalu banyak berharap,,","https://twitter.com/AnakBawang55/status/2049072266370285624","https://x.com/AnakBawang55/status/2049072266370285624","341"
